"X","Y","Z","Ux","Uy","Uz","exx","eyy","ezz","exz","eyz","exy","eHorz","eVol","eOctSh","Sxx","Syy","Szz","Sxz","Syz","Sxy","q","p","tOctSh","Mr","Poisson Ratio",
75.001,0,11.71001,-.9,0,-13.98,-116,60,-63,-193,0,0,-116,-119,348,-1.6,-.5,-1.5,-.6,0,0,1.4,-3.6,1.4,6320,.35,
76.001,0,11.71001,-1.02,0,-14.22,-116,63,-69,-190,0,0,-116,-122,345,-1.6,-.5,-1.5,-.7,0,0,1.6,-3.7,1.5,6320,.35,
77.001,0,11.71001,-1.13,0,-14.47,-107,67,-75,-219,0,0,-107,-116,389,-1.7,-.5,-1.6,-.8,0,0,1.7,-3.8,1.6,5880,.35,
78.001,0,11.71001,-1.24,0,-14.74,-107,71,-82,-216,0,0,-107,-119,387,-1.7,-.6,-1.7,-.9,0,0,1.9,-3.9,1.8,5880,.35,
79.001,0,11.71001,-1.34,0,-15.01,-107,75,-89,-213,0,0,-107,-121,385,-1.8,-.6,-1.8,-1,0,0,2.1,-4.1,2,5880,.35,
80.001,0,11.71001,-1.45,0,-15.28,-107,80,-95,-210,0,0,-107,-123,383,-1.8,-.6,-1.9,-1.1,0,0,2.3,-4.4,2.2,5880,.35,
81.001,0,11.71001,-1.56,0,-15.55,-107,85,-102,-207,0,0,-107,-124,382,-1.9,-.6,-2.1,-1.3,0,0,2.6,-4.6,2.5,5880,.35,
82.001,0,11.71001,-1.67,0,-15.89,-110,91,-114,-302,0,0,-110,-134,529,-2,-.6,-2.3,-1.4,0,0,2.9,-4.9,2.7,5880,.35,
83.001,0,11.71001,-1.78,0,-16.26,-110,97,-129,-300,0,0,-110,-142,532,-2.1,-.6,-2.4,-1.5,0,0,3.1,-5.2,3,5880,.35,
84.001,0,11.71001,-1.89,0,-16.62,-110,104,-143,-299,0,0,-110,-149,535,-2.2,-.7,-2.7,-1.7,0,0,3.5,-5.5,3.3,5880,.35,
85.001,0,11.71001,-2,0,-16.99,-110,112,-157,-298,0,0,-110,-156,540,-2.3,-.7,-3,-1.9,0,0,3.9,-6,3.7,5880,.35,
86.001,0,11.71001,-2.1,0,-17.46,-104,120,-175,-407,0,0,-104,-158,710,-2.4,-.7,-3.2,-2.1,0,0,4.3,-6.4,4,5880,.35,
87.001,0,11.71001,-2.21,0,-17.94,-104,130,-192,-406,0,0,-104,-167,716,-2.5,-.8,-3.5,-2.3,0,0,4.7,-6.8,4.4,5880,.35,
88.001,0,11.71001,-2.33,0,-18.49,-123,140,-212,-515,0,0,-123,-195,892,-2.6,-.8,-4,-2.6,0,0,5.3,-7.4,5,5880,.35,
89.001,0,11.71001,-2.44,0,-19.08,-82,152,-235,-570,0,0,-82,-164,984,-2.7,-.8,-4.5,-2.9,0,0,5.9,-8,5.6,5880,.35,
90.001,0,11.71001,-2.53,0,-19.72,-82,163,-271,-578,0,0,-82,-190,1009,-2.8,-.8,-5,-3.2,0,0,6.6,-8.7,6.2,5880,.35,
91.001,0,11.71001,-2.6,0,-20.38,-74,176,-308,-620,0,0,-74,-206,1086,-2.9,-.8,-5.7,-3.4,0,0,7.3,-9.4,6.9,5880,.35,
92.001,0,11.71001,-2.68,0,-21.05,-33,191,-346,-658,0,0,-33,-188,1162,-2.9,-.8,-6.4,-3.8,0,0,8.2,-10.2,7.7,5770,.35,
93.001,0,11.71001,-2.71,0,-21.75,-33,204,-387,-667,0,0,-33,-215,1192,-3,-.8,-7.3,-4.1,0,0,9.1,-11,8.6,5770,.35,
94.001,0,11.71001,-2.73,0,-22.45,-3,219,-430,-666,0,0,-3,-214,1214,-3,-.8,-8.2,-4.4,0,0,10.1,-11.9,9.5,5770,.35,
95.001,0,11.71001,-2.73,0,-23.14,-6,234,-475,-770,0,0,-6,-246,1388,-2.9,-.7,-9.2,-4.6,0,0,11.1,-12.9,10.5,5770,.35,
96.001,0,11.71001,-2.7,0,-23.91,28,249,-530,-751,0,0,28,-253,1391,-2.8,-.7,-10.3,-4.8,0,0,12.2,-13.8,11.5,5770,.35,
97.001,0,11.71001,-2.66,0,-24.66,56,265,-586,-726,0,0,56,-265,1389,-2.7,-.6,-11.5,-5,0,0,13.3,-14.8,12.5,5770,.35,
98.001,0,11.71001,-2.6,0,-25.38,74,281,-643,-702,0,0,74,-288,1393,-2.5,-.5,-12.9,-5,0,0,14.4,-15.9,13.6,5770,.35,
99.001,0,11.71001,-2.5,0,-26.07,116,296,-698,-740,0,0,116,-286,1487,-2.3,-.5,-14.2,-5,0,0,15.5,-16.9,14.6,5770,.35,
100.001,0,11.71001,-2.38,0,-26.8,132,310,-752,-695,0,0,132,-309,1467,-2,-.4,-15.4,-4.7,0,0,16.5,-17.8,15.5,5770,.35,
101.001,0,11.71001,-2.24,0,-27.47,147,325,-800,-644,0,0,147,-329,1442,-1.8,-.3,-16.6,-4.3,0,0,17.3,-18.7,16.3,5770,.35,
102.001,0,11.71001,-2.09,0,-28.08,167,339,-842,-532,0,0,167,-336,1356,-1.7,-.3,-17.8,-3.9,0,0,18.2,-19.7,17.1,5770,.35,
103.001,0,11.71001,-1.9,0,-28.62,215,351,-878,-527,0,0,215,-313,1397,-1.6,-.2,-18.7,-3.4,0,0,18.8,-20.5,17.7,5770,.35,
104.001,0,11.71001,-1.69,0,-29.14,218,361,-918,-489,0,0,218,-339,1395,-1.5,-.2,-19.4,-3.1,0,0,19.3,-21.1,18.2,5770,.35,
105.001,0,11.71001,-1.47,0,-29.57,218,370,-948,-376,0,0,218,-359,1328,-1.6,-.2,-19.9,-2,0,0,19.4,-21.7,18.3,5770,.35,
106.001,0,11.71001,-1.25,0,-29.91,249,379,-969,-312,0,0,249,-342,1317,-1.7,-.2,-20.3,-1.6,0,0,19.5,-22.2,18.4,5770,.35,
107.001,0,11.71001,-1,0,-30.21,240,385,-986,-259,0,0,240,-361,1300,-1.8,-.2,-20.5,-1.1,0,0,19.5,-22.5,18.5,5770,.35,
108.001,0,11.71001,-.75,0,-30.45,260,390,-997,-210,0,0,260,-347,1297,-2,-.3,-20.5,-.7,0,0,19.4,-22.7,18.3,5770,.35,
109.001,0,11.71001,-.49,0,-30.62,265,394,-1002,-95,0,0,265,-344,1270,-2.2,-.3,-20.5,-.3,0,0,19.2,-22.9,18.2,5770,.35,
110.001,0,11.71001,-.24,0,-30.7,247,396,-1005,-61,0,0,247,-363,1261,-2.3,-.3,-20.4,-.1,0,0,19.1,-23,18.1,5770,.35,
111.001,0,11.71001,.02,0,-30.72,256,397,-1006,-2,0,0,256,-353,1262,-2.4,-.3,-20.4,0,0,0,19,-23.1,18,5770,.35,
112.001,0,11.71001,.28,0,-30.67,247,397,-1006,114,0,0,247,-362,1272,-2.3,-.3,-20.4,.2,0,0,19.1,-23,18,5770,.35,
113.001,0,11.71001,.53,0,-30.52,265,394,-1005,148,0,0,265,-346,1285,-2.2,-.3,-20.4,.4,0,0,19.2,-23,18.2,5770,.35,
114.001,0,11.71001,.79,0,-30.32,246,391,-1001,213,0,0,246,-363,1297,-2.1,-.3,-20.5,.7,0,0,19.3,-22.8,18.3,5770,.35,
115.001,0,11.71001,1.04,0,-30.05,260,387,-992,259,0,0,260,-345,1315,-1.9,-.2,-20.5,1,0,0,19.5,-22.6,18.4,5770,.35,
116.001,0,11.71001,1.29,0,-29.69,251,381,-979,372,0,0,251,-347,1368,-1.7,-.2,-20.3,1.5,0,0,19.6,-22.3,18.5,5770,.35,
117.001,0,11.71001,1.53,0,-29.26,221,373,-959,413,0,0,221,-365,1369,-1.6,-.2,-20.1,2,0,0,19.6,-21.9,18.5,5770,.35,
118.001,0,11.71001,1.75,0,-28.79,225,363,-934,452,0,0,225,-346,1377,-1.5,-.2,-19.6,2.2,0,0,19.1,-21.3,18.1,5770,.35,
119.001,0,11.71001,1.98,0,-28.2,221,354,-898,604,0,0,221,-323,1494,-1.5,-.2,-19,3.4,0,0,19.1,-20.7,18,5770,.35,
.001,0,11.81001,-2.78,0,-17.3,-59,152,-293,-797,0,0,-59,-200,1350,-2.6,-.8,-4.6,-3.2,0,0,6.4,-8,6.1,13100,.35,
1.001,0,11.81001,-2.84,0,-18.07,-59,163,-327,-803,0,0,-59,-223,1372,-2.7,-.8,-5.2,-3.4,0,0,7,-8.7,6.6,13100,.35,
2.001,0,11.81001,-2.9,0,-18.84,-59,177,-362,-810,0,0,-59,-244,1394,-2.8,-.8,-5.9,-3.7,0,0,7.8,-9.4,7.4,13100,.35,
3.001,0,11.81001,-2.95,0,-19.61,-23,191,-397,-828,0,0,-23,-228,1437,-2.8,-.8,-6.7,-4,0,0,8.7,-10.3,8.2,14500,.35,
4.001,0,11.81001,-2.97,0,-20.4,-23,206,-434,-834,0,0,-23,-251,1461,-2.9,-.8,-7.5,-4.3,0,0,9.6,-11.1,9.1,14500,.35,
5.001,0,11.81001,-2.97,0,-21.17,7,220,-472,-829,0,0,7,-245,1473,-2.8,-.7,-8.4,-4.6,0,0,10.6,-12,10,15500,.35,
6.001,0,11.81001,-2.95,0,-21.97,38,236,-512,-904,0,0,38,-238,1606,-2.8,-.7,-9.5,-4.8,0,0,11.6,-13,10.9,16500,.35,
7.001,0,11.81001,-2.91,0,-22.82,38,251,-557,-907,0,0,38,-267,1631,-2.7,-.6,-10.7,-5,0,0,12.6,-14,11.9,16500,.35,
8.000999,0,11.81001,-2.86,0,-23.64,66,267,-601,-876,0,0,66,-268,1612,-2.6,-.6,-11.9,-5.1,0,0,13.7,-15,12.9,17300,.35,
9.000999,0,11.81001,-2.77,0,-24.42,102,283,-643,-813,0,0,102,-258,1551,-2.4,-.5,-13.2,-5.1,0,0,14.8,-16.1,14,18200,.35,
10.001,0,11.81001,-2.66,0,-25.21,126,298,-688,-882,0,0,126,-264,1677,-2.1,-.4,-14.5,-5,0,0,15.9,-17.1,15,18600,.35,
11.001,0,11.81001,-2.52,0,-26.01,141,313,-734,-840,0,0,141,-280,1650,-1.9,-.4,-15.7,-4.7,0,0,16.7,-18,15.8,18900,.35,
12.001,0,11.81001,-2.37,0,-26.74,164,327,-775,-745,0,0,164,-284,1557,-1.7,-.3,-16.9,-4.3,0,0,17.6,-18.9,16.6,19500,.35,
13.001,0,11.81001,-2.2,0,-27.42,173,341,-811,-686,0,0,173,-297,1512,-1.6,-.3,-17.9,-3.9,0,0,18.3,-19.8,17.3,19700,.35,
14.001,0,11.81001,-2,0,-28.06,221,352,-846,-677,0,0,221,-272,1540,-1.5,-.2,-18.8,-3.4,0,0,18.9,-20.6,17.8,19900,.35,
15.001,0,11.81001,-1.78,0,-28.66,225,362,-878,-517,0,0,225,-291,1395,-1.5,-.2,-19.4,-2.2,0,0,18.9,-21.2,17.9,19900,.35,
16.001,0,11.81001,-1.55,0,-29.14,221,372,-901,-470,0,0,221,-308,1371,-1.6,-.2,-19.9,-2,0,0,19.4,-21.7,18.3,19900,.35,
17.001,0,11.81001,-1.32,0,-29.56,251,379,-921,-420,0,0,251,-290,1357,-1.7,-.2,-20.2,-1.6,0,0,19.4,-22.1,18.3,19700,.35,
18.001,0,11.81001,-1.07,0,-29.92,272,386,-937,-350,0,0,272,-279,1327,-1.9,-.3,-20.3,-1.1,0,0,19.4,-22.5,18.3,19500,.35,
19.001,0,11.81001,-.81,0,-30.21,247,390,-949,-243,0,0,247,-312,1265,-2,-.3,-20.3,-.7,0,0,19.2,-22.7,18.2,18900,.35,
20.001,0,11.81001,-.55,0,-30.42,265,393,-957,-167,0,0,265,-299,1247,-2.2,-.3,-20.3,-.4,0,0,19.1,-22.8,18.1,18600,.35,
21.001,0,11.81001,-.3,0,-30.56,248,396,-962,-122,0,0,248,-318,1232,-2.3,-.3,-20.3,-.2,0,0,19,-22.9,17.9,18200,.35,
22.001,0,11.81001,-.04,0,-30.63,257,397,-963,6,0,0,257,-309,1221,-2.4,-.3,-20.3,-.1,0,0,18.9,-23,17.9,17300,.35,
23.001,0,11.81001,.21,0,-30.61,248,395,-960,77,0,0,248,-317,1221,-2.3,-.3,-20.3,.1,0,0,19,-22.9,18,16500,.35,
24.001,0,11.81001,.47,0,-30.53,265,393,-955,122,0,0,265,-297,1231,-2.2,-.3,-20.3,.3,0,0,19.1,-22.8,18.1,16500,.35,
25.001,0,11.81001,.73,0,-30.38,261,390,-946,246,0,0,261,-296,1268,-2,-.3,-20.3,.7,0,0,19.2,-22.6,18.2,15500,.35,
26.001,0,11.81001,.98,0,-30.15,240,385,-933,305,0,0,240,-307,1281,-1.9,-.2,-20.3,1,0,0,19.4,-22.4,18.3,14500,.35,
27.001,0,11.81001,1.23,0,-29.85,249,379,-915,367,0,0,249,-287,1309,-1.7,-.2,-20.2,1.5,0,0,19.4,-22.1,18.3,14500,.35,
28.001,0,11.81001,1.45,0,-29.51,215,371,-894,399,0,0,215,-309,1302,-1.6,-.2,-19.8,2,0,0,19.3,-21.7,18.2,13100,.35,
29.001,0,11.81001,1.67,0,-29.1,218,361,-869,559,0,0,218,-290,1428,-1.6,-.2,-19.3,3.1,0,0,19.2,-21.1,18.1,13100,.35,
30.001,0,11.81001,1.89,0,-28.59,215,351,-835,606,0,0,215,-269,1450,-1.6,-.2,-18.6,3.4,0,0,18.7,-20.4,17.6,13100,.35,
31.001,0,11.81001,2.07,0,-28.04,167,339,-801,614,0,0,167,-295,1419,-1.7,-.3,-17.7,3.9,0,0,18.1,-19.6,17,11300,.35,
32.001,0,11.81001,2.23,0,-27.45,146,326,-763,725,0,0,146,-291,1521,-1.8,-.3,-16.6,4.3,0,0,17.2,-18.7,16.3,11300,.35,
33.001,0,11.81001,2.37,0,-26.79,132,311,-721,778,0,0,132,-277,1557,-2,-.4,-15.4,4.7,0,0,16.4,-17.8,15.5,11300,.35,
34.001,0,11.81001,2.5,0,-26.07,116,297,-674,823,0,0,116,-261,1587,-2.2,-.5,-14.2,4.9,0,0,15.5,-16.9,14.6,11300,.35,
35.001,0,11.81001,2.59,0,-25.38,75,282,-631,789,0,0,75,-274,1507,-2.5,-.5,-12.9,5,0,0,14.4,-15.9,13.6,10700,.35,
36.001,0,11.81001,2.66,0,-24.67,56,266,-588,818,0,0,56,-265,1520,-2.7,-.6,-11.6,5,0,0,13.3,-14.9,12.5,10700,.35,
37.001,0,11.81001,2.7,0,-23.92,29,250,-543,848,0,0,29,-264,1537,-2.8,-.7,-10.4,4.8,0,0,12.2,-13.9,11.5,10700,.35,
38.001,0,11.81001,2.73,0,-23.16,29,235,-499,845,0,0,29,-234,1512,-2.9,-.7,-9.3,4.6,0,0,11.1,-12.9,10.5,10700,.35,
39.001,0,11.81001,2.73,0,-22.46,-2,220,-460,770,0,0,-2,-242,1379,-2.9,-.8,-8.3,4.4,0,0,10.1,-12,9.5,9800,.35,
40.001,0,11.81001,2.72,0,-21.77,-32,206,-422,774,0,0,-32,-248,1366,-3,-.8,-7.3,4.1,0,0,9.1,-11.1,8.6,9800,.35,
41.001,0,11.81001,2.68,0,-21.07,-32,192,-385,769,0,0,-32,-224,1342,-2.9,-.8,-6.5,3.8,0,0,8.2,-10.3,7.8,9800,.35,
42.001,0,11.81001,2.61,0,-20.4,-73,178,-350,733,0,0,-73,-245,1272,-2.9,-.8,-5.7,3.4,0,0,7.3,-9.4,6.9,9800,.35,
43.001,0,11.81001,2.54,0,-19.74,-81,165,-315,693,0,0,-81,-232,1198,-2.8,-.8,-5.1,3.2,0,0,6.6,-8.7,6.2,9800,.35,
44.001,0,11.81001,2.46,0,-19.11,-81,154,-281,687,0,0,-81,-209,1177,-2.7,-.8,-4.6,2.9,0,0,6,-8.1,5.6,9800,.35,
45.001,0,11.81001,2.34,0,-18.52,-123,142,-252,628,0,0,-123,-233,1076,-2.6,-.8,-4.1,2.6,0,0,5.3,-7.5,5,9800,.35,
46.001,0,11.81001,2.22,0,-17.96,-104,131,-225,512,0,0,-104,-198,887,-2.5,-.8,-3.6,2.3,0,0,4.7,-6.8,4.5,8190,.35,
47.001,0,11.81001,2.12,0,-17.48,-104,122,-201,506,0,0,-104,-184,870,-2.4,-.7,-3.3,2.1,0,0,4.3,-6.4,4.1,8190,.35,
48.001,0,11.81001,2.02,0,-17.01,-104,113,-178,501,0,0,-104,-169,854,-2.3,-.7,-3,1.9,0,0,3.9,-6,3.7,8190,.35,
49.001,0,11.81001,1.9,0,-16.64,-111,105,-163,388,0,0,-111,-168,675,-2.2,-.7,-2.7,1.8,0,0,3.5,-5.6,3.3,8190,.35,
50.001,0,11.81001,1.79,0,-16.28,-111,98,-148,385,0,0,-111,-161,666,-2.1,-.6,-2.4,1.6,0,0,3.2,-5.2,3,8190,.35,
51.001,0,11.81001,1.68,0,-15.91,-111,92,-134,383,0,0,-111,-153,657,-2,-.6,-2.3,1.4,0,0,2.9,-4.9,2.7,8190,.35,
52.001,0,11.81001,1.57,0,-15.56,-108,86,-120,284,0,0,-108,-142,501,-1.9,-.6,-2.1,1.3,0,0,2.6,-4.7,2.5,8190,.35,
53.001,0,11.81001,1.47,0,-15.29,-108,81,-112,283,0,0,-108,-139,495,-1.9,-.6,-2,1.1,0,0,2.4,-4.4,2.2,8190,.35,
54.001,0,11.81001,1.36,0,-15.02,-108,76,-104,281,0,0,-108,-136,490,-1.8,-.6,-1.8,1,0,0,2.1,-4.2,2,8190,.35,
55.001,0,11.81001,1.25,0,-14.75,-108,71,-96,279,0,0,-108,-132,485,-1.7,-.6,-1.7,.9,0,0,1.9,-4,1.8,8190,.35,
56.001,0,11.81001,1.14,0,-14.48,-108,67,-87,278,0,0,-108,-128,480,-1.7,-.5,-1.6,.8,0,0,1.7,-3.8,1.6,8190,.35,
57.001,0,11.81001,1.03,0,-14.23,-116,64,-79,243,0,0,-116,-132,426,-1.6,-.5,-1.5,.7,0,0,1.6,-3.7,1.5,8190,.35,
58.001,0,11.81001,.92,0,-14,-116,60,-72,241,0,0,-116,-127,422,-1.6,-.5,-1.5,.6,0,0,1.5,-3.6,1.4,8190,.35,
59.001,0,11.81001,.78,0,-13.82,-133,58,-65,176,0,0,-133,-140,328,-1.6,-.5,-1.4,.6,0,0,1.3,-3.5,1.3,8190,.35,
60.001,0,11.81001,.66,0,-13.69,-114,56,-61,66,0,0,-114,-120,178,-1.5,-.5,-1.4,.5,0,0,1.2,-3.4,1.2,8190,.35,
61.001,0,11.81001,.54,0,-13.63,-114,54,-60,65,0,0,-114,-120,176,-1.5,-.5,-1.3,.4,0,0,1.1,-3.3,1.1,8190,.35,
62.001,0,11.81001,.44,0,-13.62,-98,53,-59,1,0,0,-98,-104,128,-1.4,-.5,-1.3,.4,0,0,1,-3.2,1,7130,.35,
63.001,0,11.81001,.35,0,-13.62,-98,52,-59,1,0,0,-98,-105,127,-1.4,-.5,-1.2,.3,0,0,.9,-3.1,.9,7130,.35,
64.001,0,11.81001,.25,0,-13.62,-98,52,-59,1,0,0,-98,-105,127,-1.4,-.5,-1.2,.2,0,0,.8,-3,.9,7130,.35,
65.001,0,11.81001,.15,0,-13.62,-98,51,-59,0,0,0,-98,-106,126,-1.3,-.4,-1.1,.1,0,0,.6,-2.9,.8,7130,.35,
66.001,0,11.81001,.05,0,-13.62,-98,51,-59,0,0,0,-98,-106,126,-1.3,-.4,-1.1,.1,0,0,.6,-2.9,.8,7130,.35,
67.001,0,11.81001,-.04,0,-13.62,-98,51,-59,0,0,0,-98,-106,126,-1.3,-.4,-1.1,0,0,0,.6,-2.9,.7,7130,.35,
68.001,0,11.81001,-.14,0,-13.62,-98,51,-59,0,0,0,-98,-106,126,-1.3,-.4,-1.1,-.1,0,0,.6,-2.9,.8,7130,.35,
69.001,0,11.81001,-.24,0,-13.62,-98,52,-59,-1,0,0,-98,-105,127,-1.4,-.5,-1.2,-.2,0,0,.8,-3,.9,7130,.35,
70.001,0,11.81001,-.34,0,-13.62,-98,52,-59,-1,0,0,-98,-105,127,-1.4,-.5,-1.2,-.3,0,0,.9,-3.1,.9,7130,.35,
71.001,0,11.81001,-.44,0,-13.62,-98,53,-59,-1,0,0,-98,-104,128,-1.4,-.5,-1.3,-.3,0,0,1,-3.2,1,7130,.35,
72.001,0,11.81001,-.53,0,-13.62,-114,54,-59,-65,0,0,-114,-120,176,-1.5,-.5,-1.3,-.4,0,0,1.1,-3.3,1.1,7130,.35,
73.001,0,11.81001,-.65,0,-13.69,-114,55,-61,-66,0,0,-114,-120,178,-1.5,-.5,-1.4,-.5,0,0,1.2,-3.4,1.2,7130,.35,
74.001,0,11.81001,-.77,0,-13.8,-133,58,-65,-176,0,0,-133,-140,327,-1.5,-.5,-1.4,-.6,0,0,1.3,-3.5,1.3,7130,.35,
75.001,0,11.81001,-.9,0,-13.98,-116,60,-71,-241,0,0,-116,-127,421,-1.6,-.5,-1.5,-.6,0,0,1.5,-3.6,1.4,7130,.35,
76.001,0,11.81001,-1.02,0,-14.21,-116,63,-79,-243,0,0,-116,-132,426,-1.6,-.5,-1.5,-.7,0,0,1.6,-3.7,1.5,7130,.35,
77.001,0,11.81001,-1.13,0,-14.46,-108,67,-87,-278,0,0,-108,-127,479,-1.7,-.5,-1.6,-.8,0,0,1.7,-3.8,1.6,6740,.35,
78.001,0,11.81001,-1.24,0,-14.73,-108,71,-95,-279,0,0,-108,-132,484,-1.7,-.6,-1.7,-.9,0,0,1.9,-4,1.8,6740,.35,
79.001,0,11.81001,-1.35,0,-15,-108,75,-103,-281,0,0,-108,-135,489,-1.8,-.6,-1.8,-1,0,0,2.1,-4.1,2,6740,.35,
80.001,0,11.81001,-1.46,0,-15.27,-108,80,-112,-283,0,0,-108,-139,495,-1.8,-.6,-1.9,-1.1,0,0,2.3,-4.4,2.2,6740,.35,
81.001,0,11.81001,-1.56,0,-15.54,-108,85,-120,-284,0,0,-108,-142,501,-1.9,-.6,-2.1,-1.3,0,0,2.6,-4.6,2.5,6740,.35,
82.001,0,11.81001,-1.67,0,-15.88,-111,91,-133,-383,0,0,-111,-152,657,-2,-.6,-2.3,-1.4,0,0,2.9,-4.9,2.7,6740,.35,
83.001,0,11.81001,-1.78,0,-16.24,-111,98,-147,-385,0,0,-111,-160,665,-2.1,-.6,-2.4,-1.5,0,0,3.2,-5.2,3,6740,.35,
84.001,0,11.81001,-1.9,0,-16.61,-111,105,-162,-388,0,0,-111,-168,674,-2.2,-.7,-2.7,-1.7,0,0,3.5,-5.6,3.3,6740,.35,
85.001,0,11.81001,-2.01,0,-16.97,-111,113,-176,-391,0,0,-111,-174,684,-2.3,-.7,-3,-1.9,0,0,3.9,-6,3.7,6740,.35,
86.001,0,11.81001,-2.11,0,-17.44,-104,121,-199,-506,0,0,-104,-183,869,-2.4,-.7,-3.2,-2.1,0,0,4.3,-6.4,4,6740,.35,
87.001,0,11.81001,-2.21,0,-17.92,-104,130,-223,-512,0,0,-104,-197,886,-2.5,-.8,-3.5,-2.3,0,0,4.7,-6.8,4.4,6740,.35,
88.001,0,11.81001,-2.33,0,-18.47,-123,141,-250,-627,0,0,-123,-232,1074,-2.6,-.8,-4,-2.6,0,0,5.3,-7.4,5,6740,.35,
89.001,0,11.81001,-2.45,0,-19.06,-81,153,-279,-686,0,0,-81,-207,1175,-2.7,-.8,-4.5,-2.9,0,0,5.9,-8,5.6,6740,.35,
90.001,0,11.81001,-2.53,0,-19.69,-81,164,-313,-693,0,0,-81,-230,1197,-2.8,-.8,-5,-3.1,0,0,6.6,-8.7,6.2,6740,.35,
91.001,0,11.81001,-2.61,0,-20.35,-73,177,-347,-732,0,0,-73,-243,1270,-2.9,-.8,-5.7,-3.4,0,0,7.3,-9.4,6.9,6740,.35,
92.001,0,11.81001,-2.68,0,-21.01,-32,191,-381,-769,0,0,-32,-222,1341,-2.9,-.8,-6.4,-3.7,0,0,8.1,-10.2,7.7,6630,.35,
93.001,0,11.81001,-2.71,0,-21.71,-32,204,-419,-774,0,0,-32,-246,1364,-3,-.8,-7.3,-4.1,0,0,9.1,-11,8.5,6630,.35,
94.001,0,11.81001,-2.73,0,-22.41,-2,219,-457,-770,0,0,-2,-240,1377,-2.9,-.8,-8.2,-4.4,0,0,10,-11.9,9.5,6630,.35,
95.001,0,11.81001,-2.73,0,-23.1,-5,234,-495,-870,0,0,-5,-266,1545,-2.9,-.7,-9.2,-4.6,0,0,11,-12.8,10.4,6630,.35,
96.001,0,11.81001,-2.7,0,-23.86,29,249,-540,-847,0,0,29,-262,1535,-2.8,-.7,-10.3,-4.8,0,0,12.1,-13.8,11.4,6630,.35,
97.001,0,11.81001,-2.66,0,-24.61,56,265,-584,-818,0,0,56,-263,1518,-2.7,-.6,-11.5,-5,0,0,13.2,-14.8,12.4,6630,.35,
98.001,0,11.81001,-2.6,0,-25.32,75,280,-627,-789,0,0,75,-272,1505,-2.5,-.5,-12.8,-5,0,0,14.3,-15.8,13.5,6630,.35,
99.001,0,11.81001,-2.5,0,-26,116,296,-670,-823,0,0,116,-258,1585,-2.3,-.5,-14.1,-4.9,0,0,15.4,-16.8,14.5,6630,.35,
100.001,0,11.81001,-2.38,0,-26.72,132,310,-717,-778,0,0,132,-274,1554,-2,-.4,-15.3,-4.7,0,0,16.3,-17.8,15.4,6630,.35,
101.001,0,11.81001,-2.24,0,-27.39,146,324,-760,-726,0,0,146,-289,1518,-1.8,-.3,-16.5,-4.3,0,0,17.2,-18.6,16.2,6630,.35,
102.001,0,11.81001,-2.09,0,-27.99,167,338,-798,-615,0,0,167,-293,1417,-1.7,-.3,-17.6,-3.9,0,0,18,-19.6,17,6630,.35,
103.001,0,11.81001,-1.91,0,-28.53,215,350,-832,-606,0,0,215,-267,1448,-1.6,-.2,-18.6,-3.4,0,0,18.6,-20.4,17.6,6630,.35,
104.001,0,11.81001,-1.69,0,-29.05,218,360,-866,-559,0,0,218,-287,1426,-1.6,-.2,-19.2,-3.1,0,0,19.1,-21,18.1,6630,.35,
105.001,0,11.81001,-1.47,0,-29.47,218,370,-892,-439,0,0,218,-304,1334,-1.6,-.2,-19.8,-2,0,0,19.2,-21.6,18.1,6630,.35,
106.001,0,11.81001,-1.25,0,-29.82,249,378,-913,-367,0,0,249,-286,1307,-1.7,-.2,-20.1,-1.6,0,0,19.4,-22,18.3,6630,.35,
107.001,0,11.81001,-1,0,-30.12,240,384,-931,-305,0,0,240,-306,1279,-1.8,-.2,-20.3,-1.1,0,0,19.4,-22.4,18.3,6630,.35,
108.001,0,11.81001,-.75,0,-30.35,261,389,-944,-247,0,0,261,-295,1267,-2,-.3,-20.3,-.7,0,0,19.2,-22.6,18.2,6620,.35,
109.001,0,11.81001,-.49,0,-30.52,265,393,-954,-122,0,0,265,-296,1230,-2.2,-.3,-20.3,-.3,0,0,19.1,-22.8,18.1,6620,.35,
110.001,0,11.81001,-.24,0,-30.6,248,395,-959,-77,0,0,248,-317,1220,-2.3,-.3,-20.3,-.1,0,0,19,-22.9,17.9,6620,.35,
111.001,0,11.81001,.02,0,-30.62,257,396,-962,-6,0,0,257,-309,1220,-2.4,-.3,-20.2,0,0,0,18.9,-22.9,17.9,6620,.35,
112.001,0,11.81001,.28,0,-30.57,248,396,-961,121,0,0,248,-317,1232,-2.3,-.3,-20.3,.2,0,0,18.9,-22.9,17.9,6620,.35,
113.001,0,11.81001,.53,0,-30.42,265,393,-957,166,0,0,265,-299,1247,-2.2,-.3,-20.3,.4,0,0,19.1,-22.8,18,6620,.35,
114.001,0,11.81001,.79,0,-30.22,247,390,-950,242,0,0,247,-313,1265,-2.1,-.3,-20.3,.7,0,0,19.2,-22.7,18.1,6620,.35,
115.001,0,11.81001,1.04,0,-29.95,261,386,-938,298,0,0,261,-291,1289,-1.9,-.3,-20.3,1,0,0,19.4,-22.5,18.3,6620,.35,
116.001,0,11.81001,1.29,0,-29.59,251,380,-922,419,0,0,251,-291,1357,-1.7,-.2,-20.2,1.5,0,0,19.4,-22.2,18.3,6620,.35,
